Date,Title,Publisher,Description,Link
02/01/2023,Ex-Aide Says Elon Musk Had 'Handshake Deal' for Tesla Buyout,USNews.com,https://www.usnews.com/news/business/articles/2023-02-01/ex-aide-says-elon-musk-had-handshake-deal-for-tesla-buyout,Elon Musk's former chief of staff has testified that the billionaire believed he had a “handshake deal” to take Tesla private in 2018. By Associated Press.
02/01/2023,"In Court, Elon Musk Is a Case Study in How Not to Use Twitter",The Hollywood Reporter,https://www.hollywoodreporter.com/business/business-news/elon-musk-tesla-trial-twitter-sec-1235312738/,"In Court, Elon Musk Is a Case Study in How Not to Use Twitter. During a trial over a fraud claim tied to Tesla's stock price and a series of his tweets, the..."
02/01/2023,Musk Mused About Taking Tesla Private Years Before 2018 ...,Bloomberg.com,https://www.bloomberg.com/news/articles/2023-02-01/musk-mused-about-a-private-tesla-well-before-tweet-ex-aide-says,"Elon Musk was contemplating taking Tesla Inc. private as early as 2016, his former chief of staff testified at a fraud trial in testimony aimed at showing..."
02/01/2023,"Elon Musk's Twitter 'Slaps' Dogecoin (DOGE) Army, Here's What Happened",U.Today,https://u.today/elon-musks-twitter-slaps-dogecoin-doge-army-heres-what-happened,"Elon Musk's Twitter 'Slaps' Dogecoin (DOGE) Army, Here's What Happened · Twitter suspends Doge tipping bot · Twitter plans to implement crypto payments — DOGE?"
02/01/2023,EU official pushes Musk for Twitter's progress on new rules,AP News,https://apnews.com/article/elon-musk-twitter-inc-technology-politics-european-union-0f912b92a70742ba8ad280cde2f935d9,"LONDON (AP) — A top European Union official told Elon Musk that Twitter needs to make progress in preparing for a new law aimed at curbing hate speech,..."
02/01/2023,Elon Musk's Tesla lost $140m on Bitcoin in 2022,BBC,https://www.bbc.com/news/technology-64428257,"Elon Musk's Tesla lost $140m on Bitcoin in 2022 · Tesla made a $140m (£113.5m) loss on its Bitcoin investments in 2022, according to filings. · The electric car..."
02/01/2023,Elon Musk Sets His Twitter Account to Private,Futurism,https://futurism.com/the-byte/elon-musk-twitter-account-private,"Twitter users, notably the alt-right bunch, have been in a tizzy for the last 18 hours or so, claiming that the Elon Musk-owned Twitter app, for whatever..."
02/01/2023,Twitter to launch paid for tweets for creators next week: Elon Musk,Business Insider,https://www.businessinsider.com/twitter-to-launch-paid-tweets-creators-next-week-elon-musk-2023-2,"Elon Musk said Twitter will launch an early version of its program ... In November, Musk claimed Twitter will pay creators a higher proportion of ad..."
02/01/2023,'God bless Elon Musk': Top Republican lauds Twitter owner ahead of key hearing,CNBC,https://www.cnbc.com/2023/02/01/musk-lauded-by-house-oversight-chair-comer-ahead-of-twitter-hearing.html,"House Oversight Committee Chair James Comer, R-Ky., lauded Twitter owner Elon Musk as “a great American” in an interview on CNBC's “Squawk Box."
02/02/2023,"Musk's Twitter Scores Super Bowl Deals, a Boon for ...",The Information,https://www.theinformation.com/articles/musks-twitter-scores-super-bowl-deals-a-boon-for-struggling-ad-business,"Now Twitter faces its biggest sales test since Elon Musk took over the company: Super Bowl Sunday, historically Twitter's highest-grossing advertising day..."
02/02/2023,Elon Musk had “handshake deal” with Saudi PIF reps before “funding secured” tweet: former aide,Teslarati,https://www.teslarati.com/elon-musk-handshake-deal-saudi-pif-funding-secured-tweet/,"While testifying on Wednesday, Sam Teller, Elon Musk's former chief of staff, stated that the Tesla CEO had a “handshake deal” with representatives from the..."
02/02/2023,Former aide says Musk believed he had a 'handshake deal' to take Tesla private in 2018,WRAL TechWire,https://wraltechwire.com/2023/02/02/former-aide-says-musk-believed-he-had-a-handshake-deal-to-take-tesla-private-in-2018/,SAN FANCISCO – Elon Musk's former chief of staff on Wednesday testified that the billionaire believed he had a “handshake deal” to take Tesla private in...
02/02/2023,"Musk mused about taking Tesla private years before 2018 tweet, says ex-aide",The Indian Express,https://indianexpress.com/article/technology/musk-mused-about-taking-tesla-private-years-before-2018-tweet-says-ex-aide-8420311/,"Elon Musk was contemplating taking Tesla Inc. private as early as 2016, his former chief of staff testified at a fraud trial in testimony aimed at showing..."
02/02/2023,"Even With Elon Musk in Its Corner, I'm Still Avoiding Dogecoin",The Motley Fool,https://www.fool.com/investing/2023/02/02/even-with-elon-musk-im-avoiding-dogecoin/,"The rally in Dogecoin appears to be based primarily on speculation that Elon Musk's Twitter will find a way to integrate the popular meme coin. · However, new..."
02/02/2023,"Elon Musk says Twitter's free API is 'being abused badly,' will ...",Yahoo Finance,https://finance.yahoo.com/news/elon-musk-says-twitters-free-003623341.html,"Twitter will start charging a fee to access its API, or Application Programming Interface, which developers use to create third-party services. Elon Musk..."
02/02/2023,Why Did Elon Musk Go Private on Twitter?,Entrepreneur,https://www.entrepreneur.com/business-news/why-did-elon-musk-go-private-on-twitter/444202,"Elon Musk is not exactly subtle when it comes to his hot takes and contentious commentary on Twitter, the social media platform he purchased for an..."
02/02/2023,"EU Warns Elon Musk That Twitter Must Comply With Law Against Hate Speech, Misinformation",HuffPost,https://www.huffpost.com/entry/elon-musk-eu-hate-speeh_n_63dc39b3e4b01e9288702f80,"LONDON (AP) — A top European Union official told Elon Musk that Twitter needs to make progress in preparing for a new law aimed at curbing hate speech,..."
02/02/2023,How Twitter Threw Employees Under The Bus (And Elon Musk Ran Them Over),Forbes,https://www.forbes.com/sites/ronshevlin/2023/02/02/how-twitter-threw-employees-under-the-bus-and-elon-musk-ran-them-over/,"The story of how Elon Musk attempted a takeover of Twitter, attempted to back out of that takeover, and was then ultimately forced to complete the deal has..."
02/02/2023,Elon Musk's Starlink Eyes Philippine Rollout in Early 2023,Bloomberg.com,https://www.bloomberg.com/news/articles/2023-02-03/elon-musk-s-starlink-eyes-philippine-rollout-in-early-2023,Elon Musk and Philippine tycoon Henry Sy Jr. will introduce their satellite broadband service in the Southeast Asian nation this quarter.
02/03/2023,Musk is 'Teflon Elon' once again as jury sides with him over ...,Los Angeles Times,https://www.latimes.com/business/story/2023-02-03/jury-clears-musk-of-wrongdoing-related-to-2018-tesla-tweets,"Elon Musk, right, leaves a federal courthouse on Friday in San Francisco. A high-profile trial focused on 2018 tweets about the financing for a Tesla buyout..."
02/03/2023,Jury clears Elon Musk of wrongdoing for 2018 Tesla tweets,PBS,https://www.pbs.org/newshour/economy/jury-clears-elon-musk-of-wrongdoing-for-2018-tesla-tweets,SAN FRANCISO (AP) — A jury on Friday decided Elon Musk didn't deceive investors with his 2018 tweets about electric automaker Tesla. The verdict by the nine...
02/03/2023,Jury Rules for Elon Musk and Tesla in Investor Lawsuit Over Tweets,The New York Times,https://www.nytimes.com/2023/02/03/business/elon-musk-tesla-investor-trial.html,A jury decided Friday that Elon Musk was not liable for losses suffered by investors after he posted messages on Twitter saying he had secured the funding...
02/03/2023,Elon Musk Says Twitter Will Share Ad Revenue With Creators,Decrypt,https://decrypt.co/120535/elon-musk-twitter-share-ad-revenue-creators,"Twitter will now begin sharing an undisclosed amount of its ad revenue with content creators when ads appear in their replies, Twitter CEO Elon Musk said..."
02/03/2023,Elon Musk Announces Ad Revenue Sharing For Creators On Twitter,Forbes,https://www.forbes.com/sites/mattnovak/2023/02/03/elon-musk-announces-ad-revenue-sharing-for-creators/,"Twitter will begin to share ad revenue with users, according to a tweet from CEO Elon Musk on Friday morning. Creators will get paid for ads that appear in..."
02/03/2023,"Elon Musk: Want to Earn Money From Viral Tweets? First, Join ...",PCMag,https://www.pcmag.com/news/elon-musk-want-to-earn-money-from-viral-tweets-first-join-twitter-blue,"Company owner Elon Musk introduced the new policy on Friday. “Starting today, Twitter will share ad revenue with creators for ads that appear in their reply..."
02/03/2023,Super Bowl 2023: Elon Musk pushes to bring advertisers back ...,Washington Examiner,https://www.washingtonexaminer.com/policy/technology/super-bowl-2023-elon-musk-twitter-advertisers,... back several of its lost advertisers as it struggles to find reliable sources of revenue to pay off Elon Musk's $44 billion purchase of the company.
02/03/2023,The end of Twitter's free API will leave the site a less fun ...,Slate Magazine,https://slate.com/technology/2023/02/twitter-free-api-ending.html,"Tens of thousands of people—probably more—have used this access to build programmable bots and other applications that connect to the platform, helping to..."
02/03/2023,"Advisory Firm Sues Elon Musk’s Twitter, Saying It Hasn’t Been Paid",The New York Times,https://www.nytimes.com/2023/02/03/technology/twitter-elon-musk-adviser-lawsuit.html,"Innisfree M&A says Twitter, which Elon Musk bought last year, has not paid it $1.9 million for services it rendered for the deal."
02/03/2023,Bill Gates says Elon Musk's ambition to colonize Mars is not a good use of money,CNBC,https://www.cnbc.com/2023/02/03/bill-gates-elon-musks-mars-mission-is-not-a-good-use-of-money.html,"SpaceX CEO Elon Musk speaks during the 67th International Astronautical Congress in Guadalajara, Mexico. Susana Gonzalez | Bloomberg | Getty Images. Bill Gates..."
02/04/2023,Elon Musk found not guilty of fraud over Tesla tweet,BBC,https://www.bbc.com/news/world-us-canada-64520157,"Tesla's Elon Musk has been cleared of wrongdoing for a tweet in which he said he had ""funding secured"" to take the electric carmaker back into private..."
02/04/2023,Elon Musk not guilty of fraud over 2018 Tesla tweets,France 24,https://www.france24.com/en/americas/20230204-tesla-s-elon-musk-not-guilty-of-defrauding-investors-over-2018-tweets,"A U.S. jury on Friday found Tesla Inc CEO Elon Musk and his company were not liable for misleading investors when Musk tweeted in 2018 that he had ""funding..."
02/04/2023,Elon Musk found not guilty of defrauding investors with Tesla tweet,The Times of Israel,https://www.timesofisrael.com/elon-musk-found-not-guilty-of-defrauding-investors-with-tesla-tweet/,SAN FRANCISCO (AP) — A jury on Friday decided Elon Musk didn't defraud investors with his 2018 tweets about electric automaker Tesla in a proposed deal that...
02/04/2023,"Elon Musk Will Share Revenue With Twitter ‘Creators,’ If They Pay Him",Forbes,https://www.forbes.com/sites/paultassi/2023/02/04/elon-musk-will-share-revenue-with-twitter-creators-if-they-pay-him/,"Yesterday, Elon Musk announced that “starting today,” creators would be able to share in the revenue generated from the newly-inserted ads in reply threads. By..."
02/04/2023,Elon Musk’s Twitter To Start Charging Businesses $1K A Month To Keep Gold Checkmark – Report,Deadline,https://deadline.com/2023/02/elon-musk-twitter-start-charging-businesses-1000-dollars-month-gold-checkmark-1235249725/,Elon Musk continues to look for ways to make Twitter profitable and make back his investment. The new strategy takes aim at businesses and their brands on...
02/04/2023,"Elon Musk Now Charging Brands $1,000/Month for Gold Checkmarks",TMZ,https://www.tmz.com/2023/02/04/elon-musk-charging-brands-1000-month-gold-checkmark/,"Elon Musk Hey, Corporate America ... Pay Me $1,000 for Gold Checkmarks!!!"
02/04/2023,It Looks Like Elon Musk Is Actually Building a Twitter Payment ...,Futurism,https://futurism.com/the-byte/elon-twitter-payments,"PayPal 2.0. It's actually happening, y'all — Elon Musk is, per insiders, really trying to turn Twitter into something akin to Venmo, and plans..."
02/04/2023,Elon Musk Says to Attempt Starship Launch in March,US News Money,https://money.usnews.com/investing/news/articles/2023-02-04/elon-musk-says-to-attempt-starship-launch-in-march,"(Reuters) - SpaceX may attempt a Starship rocket system launch in March, its billionaire chief Elon Musk said in a tweet on Saturday."
02/04/2023,Elon Musk says Twitter will ‘sunset’ original blue badge verification ‘in a few months’,The Apple Post,https://www.theapplepost.com/2023/02/04/elon-musk-says-twitter-will-sunset-original-blue-badge-verification-in-a-few-months/,"Twitter CEO Elon Musk has said the platform will “sunset” original blue badge verification in the coming months, removing the blue badge from accounts that..."
02/04/2023,Measles over Mars: Bill Gates takes a jab at Elon Musk's space ambitions,Hindustan Times,https://www.hindustantimes.com/business/measles-over-mars-bill-gates-takes-a-jab-at-elon-musk-s-space-ambitions-101675500791287.html,"Bill Gates said that he'd rather pay for life-saving vaccines than spend money on Elon Musk's dream of colonising Mars. In an interview with BBC, Gates said..."
02/05/2023,Elon Musk: Twitter won't block free API access for 'good' bots,Business Insider,https://www.businessinsider.com/elon-musk-twitter-api-charges-wont-apply-to-good-bots-2023-2,Elon Musk says bots making 'good content' will be exempt from Twitter's plan to charge for API access · Twitter plans to charge developers to access the API used...
02/05/2023,Elon Musk Says That Twitter Will Continue to Offer Free API ...,Social Media Today,https://www.socialmediatoday.com/news/Twitter-Will-Continue-to-Allow-Free-API-Access-to-Some-Accounts/642023/,"It's honestly difficult to make any assessment of Elon Musk's time in charge of Twitter as yet, because while he has made some bad decisions,..."
02/05/2023,Elon Musk responds to criticism of shuttering free Twitter API ...,BetaNews,https://betanews.com/2023/02/05/elon-musk-responds-to-criticism-of-shuttering-free-twitter-api-access-by-offering-free-write-only-access-to-bots-providing-good-content-that-is-free/,The turbulent seas of Twitter show no signs of calming since the tempestuous Elon Musk took over. Having caused confusion and irritation by blocking...
02/05/2023,Elon Musk Claims Twitter Is 'Trending To Breakeven' After Warning Of Bankruptcy,Forbes,https://www.forbes.com/sites/marisadellatto/2023/02/05/elon-musk-claims-twitter-is-trending-to-breakeven-after-warning-of-bankruptcy/,"We estimate Musk is worth $184.2 billion, largely due to his stake in Tesla, making him the wealthiest person in America and the second-wealthiest person on..."
02/05/2023,Elon Musk says Twitter is trending to break even after he saved it from bankruptcy: ‘Last 3 months were extremely tough’,Fortune,https://fortune.com/2023/02/05/elon-musk-twitter-trending-to-break-even-avoids-bankruptcy/,Elon Musk says Twitter Inc. is “trending to breakeven” after he had to save it from “bankruptcy.” The billionaire said in a tweet Sunday that the last three...
02/05/2023,"Elon Musk says Twitter is 'trending to breakeven,' last three ...",Yahoo Finance,https://finance.yahoo.com/news/elon-musk-says-twitter-trending-225543570.html,"Elon Musk said on Sunday that the past three months have been ""extremely tough"" as he ""had to save Twitter from bankruptcy"" while also running Tesla and..."
02/05/2023,Tesla's Elon Musk found not liable in trial over 2018 'funding secured' tweets,News24,https://www.news24.com/fin24/international/teslas-elon-musk-found-not-liable-in-trial-over-2018-funding-secured-tweets-20230205,"A U.S. jury on Friday found Tesla Inc CEO Elon Musk and his company were not liable for misleading investors when Musk tweeted in 2018 that he had ""funding..."
02/05/2023,How much does Elon Musk plan to charge businesses to keep verified checkmarks?,AS USA,https://en.as.com/latest_news/how-much-does-elon-musk-plan-to-charge-businesses-to-keep-verified-checkmarks-n/,How much does Elon Musk plan to charge businesses to keep verified checkmarks? Twitter's owner has a plan to create a new revenue stream for the money-losing...
02/05/2023,Elon Musk: SpaceX is planning a Starship launch attempt in March,Business Insider,https://www.businessinsider.com/elon-musk-spacex-is-planning-starship-launch-moon-artemis-2023-2,"Elon Musk said on Saturday that SpaceX was planning to attempt to launch its reusable Starship rocket into orbit in March ""if remaining tests go well.""."
02/05/2023,Bill Gates to Elon Musk: ‘Don’t go to Mars’,MarketWatch,https://www.marketwatch.com/story/bill-gates-to-elon-musk-dont-go-to-mars-11675619864,Bill Gates to Elon Musk: 'Don't go to Mars' · The Microsoft co-founder calls for spending money on measles vaccines vs. space travel—but he thinks Musk will be '...
02/06/2023,"Tesla CEO Elon Musk Didn't Mislead Investors, Says Jury In ""420"" Case",InsideEVs,https://insideevs.com/news/650999/tesla-elon-musk-not-guilty-420-private-case/,A jury unanimously agreed that Musk didn't intend to mislead investors when he said he was considering taking Tesla private. Tesla Employees Rank Elon Musk As #...
02/06/2023,Elon Musk not guilty in Tesla 420 take-private case,The Growthop,https://thegrowthop.com/cannabis-news/tesla-ceo-elon-musk-not-guilty-in-420-case,A jury has found that Telsa CEO Elon Musk and his company were not liable for misleading investors after Musk tweeted he had “funding secured” to take the...
02/06/2023,Elon Musk wins lawsuit over 'funding secured' tweet,KSL News,https://www.ksl.com/article/50571767/elon-musk-wins-lawsuit-over-funding-secured-tweet,"Tesla CEO Elon Musk leaves the Phillip Burton Federal Building on Jan. 24 in San Francisco, California. A ruled Friday that Musk is not liable for losses..."
02/06/2023,Bots can make Twitter a better place to be. Now Elon Musk wants to decide which ones are ‘good’,Fortune,https://fortune.com/2023/02/06/bots-can-make-twitter-a-better-place-to-be-now-elon-musk-wants-to-decide-which-ones-are-good/,"Now Elon Musk wants to decide which ones are 'good'. BYDavid Meyer. February 6, 2023 at 9:02 AM PST."
02/06/2023,Elon Musk Says Actually 'Good' Bots Can Stay on Twitter for ...,Gizmodo,https://gizmodo.com/twitter-bots-api-elon-musk-pepito-the-cat-1850077791,"In a not-so-surprising, sudden reversal, Elon Musk walked back on plans to completely end free access to Twitter's application programming interface (API)..."
02/06/2023,Twitter will have a free API tier for 'good' bots,Mashable,https://mashable.com/article/elon-musk-free-twitter-api-good-bots,"To no one's surprise, Elon Musk made an about-face regarding a controversial change to Twitter. It looks like last week's decision to kill off free access..."
02/06/2023,"For Better and for Worse, Elon Musk Is His Own Spokesman",The New York Times,https://www.nytimes.com/2023/02/06/style/elon-musk-public-relations.html,"Little about Elon Musk's acquisition of Twitter was conventional, aside from the fact that he paid for it — and that was only after its previous ownership..."
02/06/2023,Elon Musk may charge $1000 from businesses to retain Twitter gold badge: Reports,WION,https://www.wionews.com/technology/elon-musk-may-charge-1000-from-businesses-to-retain-gold-badge-reports-559114,"In an attempt to get Twitter out of the trenches, Elon Musk is looking to impose hefty verification fees on businesses. According to multiple reports,..."
02/06/2023,Turkey Declines Elon Musk's Offer of Starlink After Earthquake ...,Business Insider,https://www.businessinsider.com/turkey-declines-elon-musk-offer-send-spacex-starlink-earthquake-government-2023-2,Elon Musk offered to activate SpaceX Starlink internet in Turkey after it suffered a deadly earthquake. Bloomberg later reported that Turkey's government...
02/06/2023,Musk's Twitter Expected to Face the Strictest EU Content Rules,Bloomberg.com,https://www.bloomberg.com/news/articles/2023-02-06/musk-s-twitter-expected-to-face-the-strictest-eu-content-rules,Elon Musk's Twitter Inc. is expected to fall under the European Union's stricter rules for content moderation despite doubts that the platform was big...
02/07/2023,Tesla's Elon Musk Facing New Challenges After Jury Acquittal,WardsAuto,https://www.wardsauto.com/industry-news/tesla-s-elon-musk-facing-new-challenges-after-jury-acquittal,"Tesla CEO Elon Musk scores a major legal victory in a court fight that could have threatened his grip on the electric-vehicle maker, which continues to..."
02/07/2023,Elon Musk's Tweet Trial Holds Many Wins - Above the ...,Above the Law,https://abovethelaw.com/2023/02/elon-musks-tweet-trial-holds-many-wins/,"It seems that staying out of the headlines is a good thing for Elon Musk. Electric automaker Tesla, which Musk runs as CEO and which accounts for a substantial..."
02/07/2023,Jury rules Elon Musk not liable for damages caused by 2018 ...,CBT News,https://www.cbtnews.com/jury-rules-elon-musk-not-liable-for-damages-caused-by-2018-twitter-post/,"In addition to this claim, Musk's tweet said that the funding to buy Tesla from investors at $420 a share was “secured.” The market's surprised reaction..."
02/07/2023,Elon Musk goes to war with researchers,POLITICO,https://www.politico.eu/article/elon-musk-twitter-goes-to-war-with-researchers-api/,"Voiced by artificial intelligence. When Elon Musk bought Twitter, he promised an era of openness for the social media platform. Yet that transparency will soon..."
02/07/2023,Elon Musk Backtracks on Twitter's Free API Withdrawal,Tech.co,https://tech.co/news/musk-backtrack-twitters-free-api-withdrawal,"This isn't the first time, however, that Elon's bot-woes have led to Twitter indecision. Elon Musk vs The Bots. In August 2020, Twitter released a free V2 API..."
02/07/2023,Twitter to provide free API for bots providing “good content”: Elon Musk,The Hindu Business Line,https://www.thehindubusinessline.com/info-tech/social-media/twitter-to-provide-free-api-for-bots-providing-good-content-elon-musk/article66480684.ece,"Days before the deadline, CEO Elon Musk tweeted that, after feedback, Twitter will enable a light, write-only API for bots providing good content that is..."
02/07/2023,EU's top diplomat fires warning shot at Elon Musk over Twitter ...,TechCrunch,https://techcrunch.com/2023/02/07/elon-musk-twitter-disinformation-josep-borrell/,A controversial move by Twitter-owner Elon Musk to end free access to its APIs by February 9 has attracted criticism from the European Union's top diplomat...
02/07/2023,Musk is 10 million Twitter Blue subscribers short of his goal,Quartz,https://qz.com/elon-musk-twitter-blue-subscriptions-1850082558,"Elon Musk needs more money. When the billionaire many times over took over Twitter in late October, he vowed to revamp the company's subscription revenue..."
02/07/2023,Steve Daines lockout over hunting shot prompts Elon Musk to revise Twitter policies,Washington Times,https://www.washingtontimes.com/news/2023/feb/7/steve-daines-lockout-over-hunting-shot-prompts-elo/,The Montana Republican gave a shout-out Tuesday to Twitter CEO Elon Musk after the company reversed course over the hunting shot previously flagged for...
02/07/2023,Elon Musk Responds to Health Concerns,Futurism,https://futurism.com/neoscope/elon-musk-responds-to-health-concerns,"Elon Musk's many self-inflicted wounds are really starting to catch up ... According to the report, Musk has suffered from back and neck pain for years."
02/08/2023,Column: Elon Musk keeps winning because he understands ...,Los Angeles Times,https://www.latimes.com/business/technology/story/2023-02-08/column-elon-musk-keeps-getting-sued-for-bad-tweets-theyre-also-why-he-keeps-winning,"The way that Elon Musk uses social media — that is, badly — may be one of the most relatable things about him. (John Raoux / Associated Press). By Brian..."
02/08/2023,Elon Musk emails Twitter staff to pause ‘new feature development’ during glitch that told users they were ‘over the daily limit’ and blocked them from posting,Fortune,https://fortune.com/2023/02/08/twitter-is-having-a-weird-technical-glitch-that-wont-let-users-tweet-because-they-are-over-their-daily-limit/,Elon Musk emails Twitter staff to pause 'new feature development' during glitch that told users they were 'over the daily limit' and blocked them from posting.
02/08/2023,Twitter suffers 'massive outage' after Elon Musk's cost cutting,Business Insider,https://www.businessinsider.com/twitter-outage-elon-musk-cost-cutting-2023-2,"Elon Musk emailed staffers, directing them to ""pause"" the testing of new features. The outage was described as ""massive"" and was not fully resolved as of late..."
02/08/2023,Elon Musk's Twitter mostly back to normal after glitching out,SFGATE,https://www.sfgate.com/tech/article/musk-twitter-glitches-out-again-17772561.php,Elon Musk's Twitter back to normal after glitching out once again worldwide ... Musk also has yet to acknowledge the afternoon's glitches.
02/08/2023,Elon Musk to unveil Tesla's 'Master Plan 3' at first investor day,Yahoo Finance,https://finance.yahoo.com/news/elon-musk-unveil-teslas-master-132313680.html,"(Reuters) -Tesla Inc Chief Executive Elon Musk will reveal the third part of the electric vehicle (EV) maker's ""Master Plan"" when the company holds its..."
02/08/2023,Elon Musk’s cost cutting at Twitter reaches the next level after layoffs and stiffing landlords. Now he wants to dump pricey software used by his employees,Fortune,https://fortune.com/2023/02/08/twitter-cost-cutting-software-salesforce-elon-musk/,Elon Musk's cost cutting at Twitter reaches the next level after layoffs and stiffing landlords. Now he wants to dump pricey software used by his employees.
02/08/2023,Daines says Musk reached out to him personally to resolve Twitter suspension,The Hill,https://thehill.com/policy/technology/3849340-daines-says-musk-reached-out-to-him-personally-to-resolve-twitter-suspension/,Sen. Steve Daines (R-Mont.) said on Tuesday that Twitter CEO Elon Musk personally reached out to him to resolve his account suspension.
02/08/2023,Elon Musk Is Basically Zero Percent Of The Way Towards His ...,Techdirt.,https://www.techdirt.com/2023/02/08/elon-musk-is-basically-zero-percent-of-the-way-towards-his-goal-in-signing-up-users-to-twitter-blue/,"from the like-a-fucking-rocketship dept. Wed, Feb 8th 2023 09:29am - Mike Masnick. Soon after he announced his plans to buy Twitter, Elon Musk's investor..."
02/08/2023,Elon Musk wages a fight against researchers,Baltic News Network,https://bnn-news.com/elon-musk-wages-a-fight-against-researchers-242807,"When buying Twitter, Elon Musk promised to make the social network transparent, ... The move is part of Musk's plan to make Twitter profitable."
02/08/2023,Elon Musk's Personal Tesla Has Been Up in Space for 5 ...,Los Angeles Magazine,https://www.lamag.com/culturefiles/elon-musks-personal-tesla-has-been-up-in-space-for-five-years-now/,The North American Aerospace Defense Catalog Number is a database of all the artificial objects currently orbiting the earth. Number 43205 is Elon Musk's Tesla...
02/09/2023,How Elon Musk Pulls An Enron And Gets Away With It,Security Boulevard,https://securityboulevard.com/2023/02/how-elon-musk-pulls-an-enron-and-gets-away-with-it/,"The big question is why Enron, “the most innovative company in America“, ever got caught and held accountable for the thing Elon Musk does constantly: lie..."
02/09/2023,Elon Musk Finally Broke Twitter,VICE,https://www.vice.com/en/article/k7bm7m/elon-musk-finally-broke-twitter,"Elon Musk Finally Broke Twitter ... Musk's chaotic rule of the site finally brought it to its knees on Wednesday night in an outage that disabled tweeting,..."
02/09/2023,Twitter CEO Elon Musk pauses datacentre downsizing push in wake of outage,Computer Weekly,https://www.computerweekly.com/news/365530820/Twitter-CEO-Elon-Musk-pauses-datacentre-downsizing-push-in-wake-of-outage,Twitter CEO Elon Musk has called a temporary halt to the company's push to cut costs by downsizing its infrastructure expenditure after an outage left users...
02/09/2023,"Twitter down: ""Twitter may not be working as expected,"" Elon Musk says",CBS News,https://www.cbsnews.com/news/twitter-down-unable-to-tweet-elon-musk/,"Many Twitter users found themselves unable to tweet, follow accounts or access their direct messages on Wednesday as the Elon Musk-owned platform..."
02/09/2023,Elon Musk's reach on Twitter is dropping — he just fired a top ...,The Verge,https://www.theverge.com/2023/2/9/23593099/elon-musk-twitter-fires-engineer-declining-reach-ftc-concerns,"For weeks now, Elon Musk has been preoccupied with worries about how many people are seeing his tweets. Last week, the Twitter CEO took his Twitter account..."
02/09/2023,Elon Musk’s SpaceX restricts Ukraine’s use of its satellite internet for drones,POLITICO,https://www.politico.eu/article/elon-musk-spacex-restricts-ukraine-use-of-its-satellite-internet-for-drone-control/,Elon Musk's SpaceX restricts Ukraine's use of its satellite internet for drones. 'Ukrainians have leveraged it in ways that were unintentional and not part of...
02/09/2023,Elon Musk’s Twitter fails first EU disinformation test,POLITICO,https://www.politico.eu/article/elon-musk-twitter-fails-eu-first-disinformation-test-digital-services-act/,"Social media giant hands in incomplete report, drawing ire of EU top officials. Elon Musk Speaks At Satellite Conference In Washington, DC. Elon Musk's..."
02/09/2023,"Elon Musk’s brain startup is being investigated for possible ‘dangerous pathogens’ after allegations of ‘sloppy, unsafe laboratory practices’",Fortune,https://fortune.com/2023/02/09/elon-musk-neuralink-brain-startup-investigation-animal-rights-monkeys/,"Elon Musk's brain startup is being investigated for possible 'dangerous pathogens' after allegations of 'sloppy, unsafe laboratory practices' ... Elon Musk."
02/09/2023,Elon Musk pledged transparency at Twitter. But he's walling off researchers,CNN,https://www.cnn.com/2023/02/09/tech/musk-twitter-transparency-researchers/index.html,"Elon Musk pledged transparency at Twitter. But he's walling off researchers. By Brian Fung, CNN. Updated 3:29 PM ET, Thu February 9, 2023."
02/09/2023,Elon Musk responds to major health concerns 'public support ...,TweakTown,https://www.tweaktown.com/news/90287/elon-musk-responds-to-major-health-concerns-public-support-is-appreciated/index.html,"Twitter, Tesla, and SpaceX CEO Elon Musk has given an insight into his personal health struggles while he was on trial for his infamous tweets. Elon Musk..."
02/10/2023,PHOTOS: Elon Musk's SpaceX tests 31 engines on Mars rocket booster,Business Insider,https://www.businessinsider.com/elon-musk-spacex-tests-rocket-engines-starship-super-heavy-photos-2023-2,"The static fire takes SpaceX one step closer to launching Starship into orbit for the first time. SpaceX, Elon Musk's aerospace firm, on Thursday conducted a..."
02/10/2023,"Elon Musk's SpaceX Tests Starship, the Most Powerful Rocket ...",Greek Reporter,https://greekreporter.com/2023/02/10/elon-musk-spacex-tests-starship/,Elon Musk SpaceX Tests Starship SpaceX's Booster 7 Super Heavy prototype ignites 31 of its 33 engines during a static fire test at the company's Starbase...
02/10/2023,Elon Musk's Starship soars as CEO expresses 'optimism' for red planet settlement in next 10 years,CNBCTV18.com,https://www.cnbctv18.com/science/elon-musk-spacex-starship-booster-static-fire-test-mars-colonisaton-15908711.htm,"Elon Musk's dream of colonising Mars took a giant leap forward on February 9 as his satellite and rocket manufacturing company, SpaceX, achieved a major..."
02/10/2023,Elon Musk's Twitter mocked by Jack Dorsey over major outage,Business Insider,https://www.businessinsider.com/elon-musks-twitter-mocked-by-jack-dorsey-over-major-outage-2023-2,"Twitter founder Jack Dorsey mocked new owner Elon Musk's company over a major outage, saying it used to be where people talked 'when anything went down'."
02/10/2023,Twitter’s Wednesday outage was reportedly because an employee accidentally deleted data and the team that could fix it left in November: ‘It’s chaos here right now’,Fortune,https://fortune.com/2023/02/10/twitter-outage-accidentally-deleted-data-elon-musk-layoffs/,A picture of Elon Musk's verified Twitter account. A glitch causing problems at Twitter couldn't be fixed because the team that normally handled such problems...
